,course,Link,Introduction,Address,Contact,Duration,Fee,uni_name,Fac_link
433,BACHELOR DEGREE IN COMPUTER SCIENCE (DATA SCIENCE) WITH HONOURS,http://fki.ums.edu.my/fki/data-science/,"Bachelor Degree in Computer Science (Data Science) with Honours is an undergraduate degree program offered by the Faculty of Computer and Informatics at the Kata Kinabalu campus.
The purpose of the program is to produce skilled and capable graduates in the field of data science, in line with the rapid growth of industries that require the expertise of data scientists.
Students will be exposed and trained on the principles of computer science, science and analytics primarily in data mining, visualization techniques, predictive models, and statistics.
Among the courses offered include computer programming, data science basics, data visualization, data analysis, data mining, analysis and system design for data science, and other programming languages.
","Faculty Of Computing and Informatics,                                            Universiti Malaysia Sabah, Sabah, Malaysia.","Tel :087-503000 Ext: 410300 (Labuan),                                            088-320000 Ext: 210600 (Kota Kinabalu)                                          Fax :087-503114                              Email: pejfki[at]ums.edu.my",4,NA,Univesity Malaysia Sabah (UMS),
434,BACHELOR OF COMPUTER SCIENCE WITH HONOURS (SOFTWARE ENGINEERING),http://fki.ums.edu.my/fki/software-engineering/,"The programme aims to produce graduates with knowledge and skills in computer science and software engineering. Students will be exposed to and trained in the fundamentals of computer systems as well as the advancement of technologies in the field of computer science.
The courses offered include computer programming, object-oriented programming, software quality and testing, human computer interaction, theory of computation, operating system, artificial intelligence, final year project, to name a few.
Apart from technical skills, students will be exposed to the soft skills through courses offered. In the final year, students will involve in a computer software development project under the supervision of academic personnel. Their also need to undergo industrial training during their final semester.
","Faculty Of Computing and Informatics,                                            Universiti Malaysia Sabah, Sabah, Malaysia.","Tel :087-503000 Ext: 410300 (Labuan),                                            088-320000 Ext: 210600 (Kota Kinabalu)                                          Fax :087-503114                              Email: pejfki[at]ums.edu.my",4,NA,Univesity Malaysia Sabah (UMS),
435,BACHELOR OF COMPUTER SCIENCE WITH HONOURS (NETWORK ENGINEERING),http://fki.ums.edu.my/fki/network-engineering/,"Bachelor of Computer Science with Honours (Network Engineering) is an undergraduate degree programme offered by Faculty of Computing and Informatics at Kota Kinabalu campus.
Student will be exposed and trained with the fundamental concepts of computer science and computer network.
The offered courses in the programme are in line with the Cisco, IEEE and ACM computing syllabus.
The courses include computer programming, system analysis and design, database, network fundamentals, routing protocols, parallel and distributed computing, web technology, network security, WAN technology and etc.
","Faculty Of Computing and Informatics,                                            Universiti Malaysia Sabah, Sabah, Malaysia.","Tel :087-503000 Ext: 410300 (Labuan),                                            088-320000 Ext: 210600 (Kota Kinabalu)                                          Fax :087-503114                              Email: pejfki[at]ums.edu.my",4,NA,Univesity Malaysia Sabah (UMS),
436,BACHELOR OF INFORMATION TECHNOLOGY (BUSINESS COMPUTING )WITH HONOURS,http://fki.ums.edu.my/fki/business-computing/,"Bachelor of Information Technology with Honours (Business Computing) is an undergraduate degree programme offered by Faculty of Computing and Informatics at Labuan International Campus.
Students will be exposed with business computing operation through presentation tier, business tier and database access. 
This degree pogram will emphasises instruction in computer literacy, Business Computing web development, programming and internet marketing.
This program follows the currents environment on business computing technologies.
,","Faculty Of Computing and Informatics,                                            Universiti Malaysia Sabah, Sabah, Malaysia.","Tel :087-503000 Ext: 410300 (Labuan),                                            088-320000 Ext: 210600 (Kota Kinabalu)                                          Fax :087-503114                              Email: pejfki[at]ums.edu.my",4,NA,Univesity Malaysia Sabah (UMS),
437,BACHELOR OF CIVIL ENGINEERING WITH HONOURS,https://www.ums.edu.my/fkj/index.php/en/program/undergraduate/civil-engineering,"Civil Engineering is a rewarding, interesting, diverse career that offering the chance to work in various projects all over the world. Civil engineers build the infrastructure which supports daily life – hospitals, schools, roads, harbours, railways, airports and etc.  Hence, comprehensive curriculum content in UMS is designed to produce holistic engineers with strong fundamentals in civil engineering and generic skills. Students are moulded into multi skilled individuals equipped with high intellectual capabilities for various professional positions in the civil engineering field, which includes the construction industry and academia. This program is accredited by Engineering Accreditation Council Malaysia, which is aligned with Washington Accord, world re-known body for engineering accreditation.The career of civil engineer includes the planning, design, construction and maintenance of: 1)Structures – buildings, bridges, electricity grids, oil platforms, foundation and frameworks, flood coastal protection, land drainage, river embankments, breakwaters and sea walls. 2) Transport systems – roads, railways, canals, airports, jetties, tunnels and bridges to transport goods and people safely and swiftly. 3) Public Health services – water supplies, dams, reservoirs, pipelines, sewers, sewage treatment works, sewage outfalls to prevent pollution and disease, irrigation and drainage, waste safe disposal and recovery to protect the environment. The salary range of these jobs are between RM2,500 to RM4,000 for fresh graduates and will increase accordingly.","Faculty Of EngineeringUniversiti Malaysia SabahJalan UMS, 88400Kota Kinabalu, Sabah","Faculty Of EngineeringTel:088-320000 ext:3991 Fax:088-320348
Email 1: fkj[at]ums.edu.my           Email 2: bahagianpentadbiranfkj[at]ums.edu.my",4,NA,Univesity Malaysia Sabah (UMS),
438,BACHELOR OF ELECTRICAL AND ELECTRONICS ENGINEERING WITH HONOURS,https://www.ums.edu.my/fkj/index.php/en/program/undergraduate/electrical-and-electronics-engineering,"The field of Electrical and Electronic Engineering plays a significant role in shaping our society. The impact can be seen in sustainable electrical system and electronic consumer products that have served to enhance our quality of life as well forming the basis for major economic activity. Electrical and Electronic Engineering programme offers an academic study spanning over Power System, Communication System, Microelectonics and Nanoelectronics, Signal and Image Processing, and Control and Automation. Students begin with a unifying foundation that introduces the areas of electrical system and electronics, and then systematically build up broad foundations and depth in the different sub-disciplines. Laboratory experimentation, industrial internship, team-based design project and independent final year project provide engagement with principles and techniques of analysis, design, and experimentation. In the final year of studies, students may choose to specialize in any one of the sub-disciplines on offer. This programme is accredited by the Board of Engineers Malaysia and the Washington Accord which allows our graduates to practice as engineers in signatory countries.","Faculty Of EngineeringUniversiti Malaysia SabahJalan UMS, 88400Kota Kinabalu, Sabah","Faculty Of EngineeringTel:088-320000 ext:3991 Fax:088-320348
Email 1: fkj[at]ums.edu.my           Email 2: bahagianpentadbiranfkj[at]ums.edu.my",4,NA,Univesity Malaysia Sabah (UMS),
439,BACHELOR OF ELECTRONIC ENGINEERING (COMPUTER) WITH HONOURS,https://www.ums.edu.my/fkj/index.php/en/program/undergraduate/electronics-computer-engineering,"The primary objective of this programme is to provide a broad-based education in electronic engineering and computer science. In the electronic engineering section, students develop skills in understanding, designing and applying analog and digital electronic circuits. In addition, they acquire skills in microprocessor, embedded system, instrumentation, control systems, and telecommunication systems. On the computer science side, students learn programming, cyber security, computer network, and operating system. Students can specialize in artificial intelligence and internet of things (IoT) through electives and final year project. This program is accredited by the Board of Engineers Malaysia (BEM). Recently the program has been accredited for 6 years (2019-2024).","Faculty Of EngineeringUniversiti Malaysia SabahJalan UMS, 88400Kota Kinabalu, Sabah","Faculty Of EngineeringTel:088-320000 ext:3991 Fax:088-320348
Email 1: fkj[at]ums.edu.my           Email 2: bahagianpentadbiranfkj[at]ums.edu.my",4,NA,Univesity Malaysia Sabah (UMS),
440,BACHELOR OF CHEMICAL ENGINEERING WITH HONOURS,https://www.ums.edu.my/fkj/index.php/en/program/undergraduate/chemical-engineering,"Chemical Engineering is bringing Chemistry in the test tube to mass production, at larger scales, through either well-defined or ill-defined geometry.  It converts raw materials into marketable products profitably, safely and sustainably by being kind to the environment.  A candidate for a chemical engineering degree has to be fluent in the fundamentals of physics, mathematics and chemistry. .  The aim of the programme is to produce professionals of graduates in the sectors of oil and gas, manufacturing industries, agricultural produce and other related industries.  Facilities include well-equipped library, laboratories and simulation software.  Linkage with industry has ensured that the program is relevant and up to date.Chemical engineers are also known as universal engineers, they are employed in a wide range of industries. Many of our alumni are currently working in sectors of oil and gas, biotechnology (biomass and biofuel), manufacturing and processing, wastewater and waste treatment. They have gone into design, consultancy, certification, plant management, plant operation and sales. The starting basic salary ranges from RM2,500 to RM5,000 per month subject to the company and sector.","Faculty Of EngineeringUniversiti Malaysia SabahJalan UMS, 88400Kota Kinabalu, Sabah","Faculty Of EngineeringTel:088-320000 ext:3991 Fax:088-320348
Email 1: fkj[at]ums.edu.my           Email 2: bahagianpentadbiranfkj[at]ums.edu.my",4,NA,Univesity Malaysia Sabah (UMS),
441,BACHELOR OF MECHANICAL ENGINEERING WITH HONOURS,https://www.ums.edu.my/fkj/index.php/en/program/undergraduate/mechanical-engineering,"Mechanical Engineering is one of the fundamental components that has driven the global economy since the first industrial revolution. The shift to industrial revolution 4.0 (IR 4.0) continues to extend the breadth of the mechanical, manufacturing, production and related services into cyber-physical systems through adoption of element of internet and digital data.
The 4-year full time Mechanical Engineering programme in UMS provides the student with the necessary knowledge and skills in theory and application of machinery, thermo-fluids, materials, manufacturing, management, computer aided design (CAD), product design and control. A major input of the programme is the emphasis on laboratory and computer aided product design. The mission of the Mechanical Engineering programme (HK08/UH6521001) is to provide an education that builds within undergraduates a basic understanding of mechanical engineering principles built on a foundation of physical science, mathematics, computing, and technology. 
CAREER PROSPECTS
Mechanical engineers involve in various stages of development, production, and implementation of daily and industrial products or systems, from design, manufacture, to operation management. Graduates of this programme find employment in manufacturing industry, semiconductors, healthcare, agricultural industry, oil and gas, energy, construction, consulting firms, HVAC, mechatronics, marketing, education and related industries. 
","Faculty Of EngineeringUniversiti Malaysia SabahJalan UMS, 88400Kota Kinabalu, Sabah","Faculty Of EngineeringTel:088-320000 ext:3991 Fax:088-320348
Email 1: fkj[at]ums.edu.my           Email 2: bahagianpentadbiranfkj[at]ums.edu.my",4,NA,Univesity Malaysia Sabah (UMS),
442,BACHELOR OF OIL AND GAS ENGINEERING WITH HONOURS,https://www.ums.edu.my/fkj/index.php/en/program/undergraduate/oil-and-gas-engineering,"Oil and gas engineering covers the production of oil and gas from subsurface (underground) to surface in an economical and environmental safe way. An oil and gas engineer is trained to apply physics, chemistry, mathematics and engineering principles to identify and analyzing problems for getting optimum solution to produce oil and gas from the subsurface to surface. They also will develop skills to tackle multi-disciplinary problems and work either in a team and/or individually. Students will be learning fundamental upstream and downstream activities such as design, development and operation of systems for locating, extracting, processing and refining crude petroleum and natural gas, including mining and drilling systems, processing and refining systems and facilities, storage facilities, transportation systems, enhanced oil recovery, well logging and management, and related environmental, economic and safety systems. 
Oil/gas well Consultants, Production Engineer, Completion Engineer, Drilling Engineer, Reservoir Engineer, Equipment and Software Engineer, Academician, Simulator, Process Engineer, Project Manager.","Faculty Of EngineeringUniversiti Malaysia SabahJalan UMS, 88400Kota Kinabalu, Sabah","Faculty Of EngineeringTel:088-320000 ext:3991 Fax:088-320348
Email 1: fkj[at]ums.edu.my           Email 2: bahagianpentadbiranfkj[at]ums.edu.my",4,NA,Univesity Malaysia Sabah (UMS),
443,BACHELOR OF NUTRITION WITH HONOURS,https://www.ums.edu.my/fsmp/index.php/en/program/undergraduate/nutrition,"This programme will train students in nutritional sciences for the promotion of human health and prevention of diseases. Students of this programme will study fundamental and professional courses that include scientific, technical and professional knowledge, suitable for professional recognition as a nutritionist. Students must undertake compulsory community engagement throughout the duration of the programme as well as industrial training outside the university to gain work experience and opportunities to apply their theoretical knowledge and practical skills. Graduates from this programme can be employed as nutritionists in government agencies throughout Malaysia, in private sectors as industrial nutritionists or product nutritionists in the food industry, in non-governmental organisations focusing on public health, in academia and research organisations as academics and researchers, as entrepreneurs to cater for nutrition related requirements and demands of various population groups and as nutritionists in communication and mass media work.","FACULTY OF FOOD SCIENCE AND NUTRITION, UNIVERSITI MALAYSIA SABAH, JALAN UMS, 88400 KOTA KINABALU SABAH, MALAYSIA",Contact No: (+06) 088 - 320000 ext: 210 900 (General Office); 210 902 (Secretary Office),4,NA,Univesity Malaysia Sabah (UMS),
444,BACHELOR OF FOOD SCIENCE WITH HONOURS (FOOD SERVICE),https://www.ums.edu.my/fsmp/index.php/en/program/undergraduate/food-service,"This programme would enable students to acquire the necessary knowledge in the field of food science and food service. Students will have the opportunity to learn basic knowledge of food science such as food preservation, food processing, food safety and quality control, food legislation and standard, and functions of food nutrients. Besides that, students will also acquire theoretical knowledge and practical skills in the field of food service such as food service system operation, food service entrepreneurship and accounting, basic cooking, commercial food preparation, menu development, as well as arrangement, design and equipment for food service. Students are required to undergo industrial training in various food industries in private and institutional organization such as “unit sajian” in healthcare institutions, food safety and quality unit in hotel, research institutes or government agencies. Graduates from this programme can be employed in food industries particularly in healthcare, hotel, catering industries, education and research institutes.
","FACULTY OF FOOD SCIENCE AND NUTRITION, UNIVERSITI MALAYSIA SABAH, JALAN UMS, 88400 KOTA KINABALU SABAH, MALAYSIA",Contact No: (+06) 088 - 320000 ext: 210 900 (General Office); 210 902 (Secretary Office),4,NA,Univesity Malaysia Sabah (UMS),
445,BACHELOR OF FOOD SCIENCE WITH HONOURS (FOOD SCIENCE AND NUTRITION),https://www.ums.edu.my/fsmp/index.php/en/program/undergraduate/food-science-and-nutrition,"This program is designed to produce food scientists specializing in food and nutrition science. The students will study the physical, microbiological and chemical aspects of food with emphasis on food science (food toxicology, functional foods, food innovation, enzymes in food processing, food ingredient) and nutritional content, food nutrition and health effects. Students are required to undergo industrial training outside the university to gain working experience and opportunity to apply practical theoretical and practical knowledge. Graduates from this program have the opportunity to gain employment in the food industry, government / non-governmental agencies, and education and research sectors. This program does not lead to qualification to work as a nutritionist in Malaysia.","FACULTY OF FOOD SCIENCE AND NUTRITION, UNIVERSITI MALAYSIA SABAH, JALAN UMS, 88400 KOTA KINABALU SABAH, MALAYSIA",Contact No: (+06) 088 - 320000 ext: 210 900 (General Office); 210 902 (Secretary Office),4,NA,Univesity Malaysia Sabah (UMS),
446,BACHELOR OF FOOD SCIENCE WITH HONOURS (FOOD TECHNOLOGY AND BIOPROCESSING),https://www.ums.edu.my/fsmp/index.php/en/program/undergraduate/food-technology-and-bioprocessing,"This programme provides exposure in the application of technology in food processing in terms of production, storage and packaging, biotechnology, microbiology and other related aspects in unit operation and engineering of food processing. This programme also requires students to undergo industrial training to understand better and implement the acquired knowledge and to adapt to the working culture. This programme is planned for students to obtain knowledge in the field of food technology and food bioprocessing. Graduates from this programme can be employed in the food industries, either in the private, government or semi government, education and research sectors.","FACULTY OF FOOD SCIENCE AND NUTRITION, UNIVERSITI MALAYSIA SABAH, JALAN UMS, 88400 KOTA KINABALU SABAH, MALAYSIA",Contact No: (+06) 088 - 320000 ext: 210 900 (General Office); 210 902 (Secretary Office),4,NA,Univesity Malaysia Sabah (UMS),
447,BACHELOR IN ISLAMIC STUDIES WITH HONOUR,https://www.ums.edu.my/fis/,"Fakulti Pengajian Islam telah diluluskan oleh Senat UMS pada
mesyuarat ke-182 Bil 1:2021 pada 21 Februari 2021.
Mesyuarat Lembaga UMS kali ke-98 Bil: 3/2021 pada 23 Mac 2021
telah meluluskan penubuhan Fakulti Pengajian Islam.
O Jabatan Pengajian Tinggi,Kementerian Pengajian Tinggi bertarikh 10
Mei 2021 telah memperakukan penubuhan Fakulti Pengajian Islam.","Fakulti Pengajian Islam ( FIS )

Blok A, Aras 4 Bangunan FKJ ( Pejabat Sementara )

Universiti Malaysia Sabah, Jalan UMS

88400 Kota Kinabalu, Sabah"," Tel : +0088-320000 ext : 100658 , Fax : +6088 - 320268

E-mail : pejfis@ums.edu.my",NA,NA,Univesity Malaysia Sabah (UMS),
448,DOCTOR OF MEDICINE,https://www.ums.edu.my/fpsk/en/academic/academic/undergraduate/doctor-of-medicine,School of Medicine was established in the year 2003 to produce graduate doctors and graduates in health sciences to cater to the professional human resource needs and health experts in Malaysia and BIMP-EAGA area. It was changed to Faculty of Medicine and Health Sciences in the Year 2014.,"Faculty of Medicine and Health Sciences UMS,        Jalan UMS, 88400, Kota Kinabalu, Sabah, Malaysia.",(60) 88 320 000,5,NA,Univesity Malaysia Sabah (UMS),
449,BACHELOR OF SOCIAL WORK WITH HONOURS,https://www.ums.edu.my/fpp/en/program/undergraduate/social-work,"The program is designed to prepare students for generic social work practice. In keeping with the generic focus, students are provided with a common body of social work knowledge and skills that is transferable among human services settings, population group and areas. Students have the opportunity to practice actual social work in agency setting through practical training. The aim is to expose them to their practice interests and develop skills in integrating and applying knowledge and theory acquired in academics courses to actual social work situations. The Social Work Program will empower students with strong social work ethics and values, relevant theoretical foundation, and strong practice skills to promote the optimal social functioning of individuals, families, groups, and communities. Student will have preventive and social work knowledge and expertise necessary for building and maintenance of a progressively equitable social environment favorable to all people regardless of race, gender, age, ethnic or national origin disability, political orientation, or sexual orientation.","Faculty of Psychology and Education, 88400 Kota Kinabalu, Sabah","Tel : +6088 - 320000, Ext : 100658Fax : +6088 - 320268",3,NA,Univesity Malaysia Sabah (UMS),
450,BACHELOR OF EARLY CHILDHOOD EDUCATION WITH HONOURS,https://www.ums.edu.my/fpp/en/program/undergraduate/pendidikan-awal-kanak-kanak,"Going forward, teachers and administrators in early childhood education play a critical role in shaping the future of our citizenry. Thus, the programme strives to develop the capacities and competence of early childhood education undergraduates to enhance the quality and standard of early childhood education in Malaysia resulting in greater innovation and productivity for the benefit of society and the nation. ","Faculty of Psychology and Education, 88400 Kota Kinabalu, Sabah","Tel : +6088 - 320000, Ext : 100658Fax : +6088 - 320268",4,NA,Univesity Malaysia Sabah (UMS),
451,BACHELOR OF EDUCATION WITH HONOURS (EDUCATION WITH TESL),https://www.ums.edu.my/fpp/en/program/undergraduate/education-with-teaching-english-as-a-second-language-tesl,"This program trains English Language pre-service/in-service teachers for secondary level education. Intake is open to STPM leavers, Matriculation or similar qualification and non-graduate teachers undergoing the Teachers’ Graduate Programmed or Program Pensiswazahan Guru (PPG).","Faculty of Psychology and Education, 88400 Kota Kinabalu, Sabah","Tel : +6088 - 320000, Ext : 100658Fax : +6088 - 320268",4,NA,Univesity Malaysia Sabah (UMS),
452,BACHELOR OF PSYCHOLOGY WITH HONOURS (YOUTH AND COMMUNITY DEVELOPMENT),https://www.ums.edu.my/fpp/en/program/undergraduate/youth-and-community-development,"This program traces youth development from cognitive, linguistic, social, affective, and moral aspect through various theoretical orientations. Research result will be utilized to show the implications of development process on youth problems in the context of community development. This program discusses planning, implementation, follow-up and monitoring of youth and community programs. Student will also receive practical training in community services at rehabilitation institutions to produce well-informed and experiences graduates in the field of community development. Training are conducted with the co-operation of government and non-government agencies such Department of Social Services, Department of National Unity, NGOs and other related agencies.     ","Faculty of Psychology and Education, 88400 Kota Kinabalu, Sabah","Tel : +6088 - 320000, Ext : 100658Fax : +6088 - 320268",3,NA,Univesity Malaysia Sabah (UMS),
453,BACHELOR OF PSYCHOLOGY WITH HONOURS (INDUSTRIAL AND ORGANISATIONAL PSYCHOLOGY),https://www.ums.edu.my/fpp/en/program/undergraduate/industrial-and-organizational-psychology,"This program introduce student to the field of industrial and organizational psychology and problem related to organizational behavior. The focus will be on job stratification and stress, group dynamics, interpersonal communication, employee problems, leadership and power influence, prejudice and organizational discrimination as well as design and organization development.","Faculty of Psychology and Education, 88400 Kota Kinabalu, Sabah","Tel : +6088 - 320000, Ext : 100658Fax : +6088 - 320268",3,NA,Univesity Malaysia Sabah (UMS),
454,BACHELOR OF PSYCHOLOGY WITH HONOURS (CHILD AND FAMILY PSYCHOLOGY),https://www.ums.edu.my/fpp/en/program/undergraduate/child-and-family-psychology,"The program in Child and Family Studies is designed to educate and to equip individual to be professional in dealing with children, parents and families in public and private settings. Children should be studied in the context of their family and community, thus the study of roles of families in the development of child’s emotional, social, cognitive, and personality is imperative. This program represents the efforts of the university and the faculty to enhance collaboration with the community and to respond to the needs of society for professionals to work with children and their family within the community. ","Faculty of Psychology and Education, 88400 Kota Kinabalu, Sabah","Tel : +6088 - 320000, Ext : 100658Fax : +6088 - 320268",3,NA,Univesity Malaysia Sabah (UMS),
455,BACHELOR OF PSYCHOLOGY WITH HONOURS (COUNSELLING PSYCHOLOGY),https://www.ums.edu.my/fpp/en/program/undergraduate/counselling-psychology,"This program trains students to be knowledgeable and skilled in the field of counselling. Required courses are philosophy of guidance and counseling, ethics I helping professionals, theories in counselling and psychotherapy, counselling in organization, career development theories, abnormal psychology, group counselling and psychotherapy, pre-practicum class, family counseling or therapy and practicum/internship. The program is generic in nature and does not confined to any particular theory and approach. Students will also learn case management skills, client assessment, report writing, counseling skills, procedures and strategies in handling client’s career, personal and social matters.This program is a professional preparation for counsellor registration as required in Counsellor Act 1998 (Act 580). Graduates of this program are eligible for registration as registered counsellors.","Faculty of Psychology and Education, 88400 Kota Kinabalu, Sabah","Tel : +6088 - 320000, Ext : 100658Fax : +6088 - 320268",4,NA,Univesity Malaysia Sabah (UMS),
456,BACHELOR OF SPORTS SCIENCE WITH HONOURS,https://www.ums.edu.my/fpp/en/program/undergraduate/sport-science,"This program aims to develop individuals trained in the field of Sport Science. The two specializations are Sports Management and Coaching. Intake is open to STPM leavers, Matriculation or similar qualification and non-graduate college teachers.","Faculty of Psychology and Education, 88400 Kota Kinabalu, Sabah","Tel : +6088 - 320000, Ext : 100658Fax : +6088 - 320101ADMINISTRATION OFFICE BLOCK OF EDUCATIONTel : +6088 - 320000, Ext : 100658Fax : +6088 - 320268		",3,NA,Univesity Malaysia Sabah (UMS),
457,BACHELOR OF EDUCATION WITH HONOURS(HISTORY),https://www.ums.edu.my/fpp/en/program/undergraduate/academic-staff-ht17,"This program trains Social Science pre-service/in-service teachers for secondary level education. Intake is open to STPM leavers, Matriculation or similar qualification and non-graduate college teachers. The aim of the program is to develop professional teachers with a Degree in Education in the following courses, Major:    History, Geography and Minor:   Geography, History.","Faculty of Psychology and Education, 88400 Kota Kinabalu, Sabah","Tel : +6088 - 320000, Ext : 100658Fax : +6088 - 320268",4,NA,Univesity Malaysia Sabah (UMS),
458,BACHELOR OF SCIENCE WITH HONOURS (AQUACULTURE),NA,The university has not updated this information during the data collection process.<br/>Please refer to the latest updates on the university's website.,"Faculty of Science and Natural Resources, Universiti Malaysia Sabah,88400 Kota Kinabalu,Sabah, MALAYSIA",Tel : +6088 320000 Ext 5872Fax: +6088 435425 Email: pejfssa[at]ums.edu.my ,NA,NA,Univesity Malaysia Sabah (UMS),
459,BACHELOR OF SCIENCE WITH HONOURS (BIOTECHNOLOGY),https://www.ums.edu.my/fssa/biotechnology/,"Biotechnology Program prepares students to be highly competitive in industries, government, graduate school or entrepreneurship by providing theory, knowledge and skills in Science and Technology.","Faculty of Science and Natural Resources, Universiti Malaysia Sabah,88400 Kota Kinabalu,Sabah, MALAYSIA",Tel : +6088 320000 Ext 5872Fax: +6088 435425 Email: pejfssa[at]ums.edu.my ,NA,NA,Univesity Malaysia Sabah (UMS),
460,BACHELOR OF SCIENCE WITH HONORS (INDUSTRIAL PHYSICS),https://www.ums.edu.my/fssa/industrialphysics/,"Industrial Physics Program prepares students to be highly competitive in industries, government, graduate school or entrepreneurship by providing theory, knowledge and skills in Science and Technology.","Faculty of Science and Natural Resources, Universiti Malaysia Sabah,88400 Kota Kinabalu,Sabah, MALAYSIA",Tel : +6088 320000 Ext 5872Fax: +6088 435425 Email: pejfssa[at]ums.edu.my ,NA,NA,Univesity Malaysia Sabah (UMS),
461,BACHELOR OF SCIENCE WITH HONOURS (GEOLOGY),https://www.ums.edu.my/fssa/geology/,"The geology programme was framed to provide founding knowledge about the earth and the processes involved within and on the earth’s surface. Earth’s natural resources such as petroleum, gas, minerals and construction material as well as basic geological principles will be explained through classroom learning and a series of fieldwork made around Sabah. Industrial training held at the final semester is hoped to be benefited by students attending this course.","Faculty of Science and Natural Resources, Universiti Malaysia Sabah,88400 Kota Kinabalu,Sabah, MALAYSIA",Tel : +6088 320000 Ext 5872Fax: +6088 435425 Email: pejfssa[at]ums.edu.my ,NA,NA,Univesity Malaysia Sabah (UMS),
462,BACHELOR OF SCIENCE WITH HONOURS (INDUSTRIAL CHEMISTRY),https://www.ums.edu.my/fssa/chemistry/,"This programme aims to produce graduates who can contribute to agencies that require the knowledge of chemistry, such as chemical industries and government institutions. Emphasis is given to the application of chemistry in industries, which includes material resources, instrumentation and analysis, chemical processes, technology and the environment. Fundamental knowledge in physical, organic, inorganic and analytical chemistry is strengthened. The programme provides the students with relevant skills via hands-on laboratory practical courses and final year research projects. Relevant elective courses will be offered to enrich the knowledge of the students in fields closely related to the chemical industries. At the end of the programme, students are exposed to the industrial environment via industrial internships and industrial visits to selected chemical-based industries to compliment and apply their theoretical chemistry concepts in real world situations.","Faculty of Science and Natural Resources, Universiti Malaysia Sabah,88400 Kota Kinabalu,Sabah, MALAYSIA",Tel : +6088 320000 Ext 5872Fax: +6088 435425 Email: pejfssa[at]ums.edu.my ,NA,NA,Univesity Malaysia Sabah (UMS),
463,BACHELOR OF SCIENCE WITH HONOURS (MATHEMATICS WITH ECONOMICS),https://www.ums.edu.my/fssa/mathematics-with-economics-hs08/,"This programme provides a background in mathematics and combines the relationship between mathematics and economics including microeconomics, macroeconomics, financial management and econometrics. Students will develop and demonstrate the ability to reason mathematically by constructing mathematical proof, recognizing and analyzing accurate numerical data in mathematics core course. Students will be able to apply suitable mathematical analysis to develop a solution not only in economics but in other disciplines as well, such as biology, physics, engineering, environmental and marine science. Graduates with a strong mathematical background with an understanding in economics concepts are able to benefit from a wide range of career opportunities. They are also qualified to pursue their study on MSc and PhD programmes in mathematics with economics.","Faculty of Science and Natural Resources, Universiti Malaysia Sabah,88400 Kota Kinabalu,Sabah, MALAYSIA",Tel : +6088 320000 Ext 5872Fax: +6088 435425 Email: pejfssa[at]ums.edu.my ,NA,NA,Univesity Malaysia Sabah (UMS),
464,BACHELOR OF SCIENCE WITH HONOURS (MATHEMATICS WITH COMPUTER GRAPHICS),https://www.ums.edu.my/fssa/mcg/,"
				This program is offered to nurture highly skilled graduates in developing computer graphics application such as scientific visualization application, virtual reality, animation, computer games, and mathematical software. The utmost strength of this program lies in the combination of three specialized knowledge, Mathematics as the core, Computer Science and Computer Graphics to vendor the knowledge and skills in the field of mathematics into the virtual world application.
The aim of mathematics with computer graphics program is mainly to produce competitive and creative graduates to fulfil demands of the skills in various industries and sector. 					","Faculty of Science and Natural Resources, Universiti Malaysia Sabah,88400 Kota Kinabalu,Sabah, MALAYSIA",Tel : +6088 320000 Ext 5872Fax: +6088 435425 Email: pejfssa[at]ums.edu.my ,NA,NA,Univesity Malaysia Sabah (UMS),
465,BACHELOR OF SCIENCE WITH HONOURS (MARINE SCIENCE),NA,The university has not updated this information during the data collection process.<br/>Please refer to the latest updates on the university's website.,"Faculty of Science and Natural Resources, Universiti Malaysia Sabah,88400 Kota Kinabalu,Sabah, MALAYSIA",Tel : +6088 320000 Ext 5872Fax: +6088 435425 Email: pejfssa[at]ums.edu.my ,NA,NA,Univesity Malaysia Sabah (UMS),
466,BACHELOR OF SCIENCE WITH HONOURS (ENVIRONMENTAL SCIENCE),https://www.ums.edu.my/fssa/environmentalscience/,"Environmental Science Program prepares students to be highly competitive in industries, government, graduate school or entrepreneurship by providing theory, knowledge and skills in Science and Technology.The curriculum is designed to produce environmental scientist with a strong fundamental knowledge and skills in physical sciences that have the ability to think, analyze, and apply to support the development of human capital both in science and industry, thus recognized globally.  					","Faculty of Science and Natural Resources, Universiti Malaysia Sabah,88400 Kota Kinabalu,Sabah, MALAYSIA",Tel : +6088 320000 Ext 5872Fax: +6088 435425 Email: pejfssa[at]ums.edu.my ,NA,NA,Univesity Malaysia Sabah (UMS),
